24.63,9
21.03,8
35.64,6
16.46,3
30.67,13
8.54,4
13.36,4
21.45,10
26.27,7
14.18,1
8.38,3
27.91,11
14.75,1
42.2,14
29.55,19
13.88,3
23.1,5
31.19,9
38.87,2
30.42,14
42.15,14
45.43,8
32.71,9
23.09,5
5.64,11
39.91,5
43.19,13
31.12,9
46.47,6
39.27,2
46.37,6
33.75,11
33.89,11
28.06,12
23.79,4
38.52,2
29.7,19
5.26,3
23.34,5
36.98,2
45.78,7
24.98,7
40.26,8
33.06,10
22.39,4
36.34,2
17.4,6
6.46,8
28.58,18
6.06,3
5.16,1
30.22,16
6.47,8
26.62,11
5.57,9
25.43,9
28.26,16
5.98,6
34.1,12
32.49,9
37.38,2
34.05,12
6.88,2
7.29,7
25.5,10
7.7,5
14.6,1
7.22,6
6.11,6
17.65,7
37.33,2
40.61,8
43.89,14
25.67,9
47.17,5
47.06,6
15.42,2
33.1,10
34.45,14
47.12,6
34.4,12
25.65,9
37.68,3
40.96,11
19.98,12
27.29,16
32.16,7
13.87,3
29.75,21
8.07,4
20.93,7
35.44,8
14.69,2
44.24,13
8.89,9
30.57,14
38.72,2
47.52,4
9.71,6
24.21,6
14.44,1
11.22,1
15.51,2
12.33,7
17.85,7
13.15,6
13.97,2
20.68,11
8.31,3
45.23,9
38.03,1
21.91,7
32.51,9
41.31,14
44.59,12
10.47,2
39.51,4
39.07,2
7.69,5
42.35,15
9.13,7
45.63,7
24.28,6
30.35,15
20.92,7
42.3,14
30.15,17
27.81,10
45.58,8
23.24,5
28.95,17
27.64,11
32.86,10
24.88,7
21.28,10
36.14,3
8.76,6
30.92,13
39.42,2
48.56,2
41.28,14
12.61,6
26.52,11
28.16,13
42.7,15
29.8,20
31.44,9
23.26,5
39.37,2
42.65,15
45.93,7
33.21,11
15.01,2
36.49,2
39.77,3
17.91,6
50.25,1
20.31,12
23.21,5
29.95,18
15.2,2
23.59,5
37.48,2
46.28,8
25.23,8
40.76,9
33.56,12
25.6,10
16.17,3
36.84,2
12.02,4
20.83,7
10.67,1
32.43,9
8.84,6
22.47,4
23.06,4
26.87,13
44.04,13
9.66,8
16.11,4
28.51,18
47.32,5
14.48,1
34.6,12
12.36,7
32.11,7
37.88,2
16.87,4
34.55,12
11.3,1
25.75,8
24.7,7
7.04,2
37.83,2
13.18,6
41.11,13
27.65,11
18.51,6
44.39,13
47.67,4
26.34,9
27.74,12
34.95,10
5.49,10
47.62,4
34.9,10
25.9,9
38.18,1
41.46,13
7.39,8
7.8,5
19.54,10
32.66,9
6.77,3
35.94,4
44.74,12
22.82,4
39.22,2
32.02,7
24.46,9
27.45,15
25.64,9
7.52,7
5.93,8
20.65,11
18.1,5
42.5,17
33.04,10
17.05,4
45.73,7
38.53,2
33.01,10
41.81,14
6.75,3
27.28,16
45.09,11
46.29,7
36.29,2
30.32,16
39.57,3
42.85,15
32.97,10
46.13,8
13.42,4
8.53,4
9.35,7
46.08,8
10.17,2
23.49,6
27.89,10
33.36,11
10.99,1
17.13,4
14.65,3
29.53,19
36.64,2
31.17,9
39.92,5
24.76,7
13.61,3
11.81,2
26.77,13
14.43,1
8.63,4
20.41,11
43.2,15
22.05,7
23.69,4
39.87,4
43.15,14
46.43,6
14.3,1
33.71,11
15.25,2
14.2,1
40.91,11
44.19,13
36.99,2
47.47,4
40.27,8
39.66,3
16.06,4
34.75,11
13.85,4
28.56,20
25.57,10
30.2,17
31.84,7
37.98,1
46.78,6
25.48,10
41.26,14
50.06,1
37.34,2
6.32,7
21.08,8
22.72,4
16.84,4
19.12,6
44.54,13
16.36,3
37.12,2
20.76,9
47.82,4
35.1,10
34.23,12
38.38,2
35.05,10
33.38,11
7.08,4
38.33,2
15.02,2
21.86,7
48.17,2
39.81,4
27.8,11
14.32,1
33.85,11
35.45,8
15.84,4
48.12,3
35.4,8
18.15,5
38.68,2
15.14,2
41.96,14
5.43,7
27.79,11
49.16,2
10.12,2
8.32,3
21.43,10
30.02,17
10.94,1
45.24,9
9.14,7
31.07,9
39.72,3
48.52,2
9.96,4
24.71,7
28.85,17
14.64,1
16.69,2
11.76,2
8.58,4
32.3,8
26.35,9
13.4,4
14.22,1
48.36,2
46.23,8
39.03,2
46.07,8
20.12,15
49.51,1
42.31,14
45.59,8
27.95,11
36.79,2
40.07,8
43.35,13
23.5,6
46.63,6
17.11,4
43.3,14
7.85,5
9.45,6
29.59,19
34.18,12
30.99,10
46.58,6
23.74,4
28.14,13
49.86,1
17.38,6
21.78,7
37.14,2
50.24,1
23.42,6
40.42,8
7.26,7
7.67,5
27.02,15
6.08,3
28.66,18
16.41,3
43.7,16
30.3,16
31.94,6
40.37,8
12.23,7
43.65,14
10.79,1
46.93,6
34.21,12
6.9,2
28.89,16
33.9,11
32.78,8
18.05,6
41.41,14
39.54,3
21.56,7
37.49,2
31.93,6
47.97,4
40.77,9
11.61,2
30.53,14
19.69,9
35.25,9
10.74,1
28.81,18
30.45,14
15.45,2
16.09,4
38.48,2
48.77,2
47.28,5
25.73,8
41.76,15
34.56,12
37.84,2
8.27,3
29.33,18
13.09,6
30.97,13
27.37,16
45.04,11
13.91,3
16.61,2
34.79,11
29.01,19
32.32,10
10.73,1
35.6,6
11.09,1
38.88,2
28.22,15
35.55,7
36.68,2
11.55,1
26.25,7
26.79,14
50.09,1
26.48,10
12.08,5
38.07,1
38.83,2
42.11,14
25.54,10
45.39,8
32.67,9
24.14,5
31.14,9
35.95,4
48.37,2
32.62,10
35.9,4
18.4,4
6.34,8
39.18,2
42.46,15
25.78,8
20.04,15
49.66,1
13.54,3
36.94,2
45.74,7
31.32,9
40.22,8
33.02,10
13.25,6
16.96,4
12.38,7
27.42,16
31.86,7
26.6,11
43.5,13
48.85,2
30.46,14
46.73,6
39.53,3
23.47,6
34.01,13
42.81,15
46.09,8
27.71,13
21.73,7
32.76,8
37.29,2
40.57,8
43.85,14
47.13,6
29.76,19
31.16,9
43.8,14
24.47,9
8.78,6
5.71,9
9.6,7
47.08,6
14.42,1
31.99,8
20.39,12
34.36,12
11.24,1
25.63,9
46.84,6
37.64,3
23.67,4
40.92,11
9.04,7
13.86,3
12.06,5
27.27,16
13.99,1
14.68,2
6.52,8
12.88,5
28.91,16
44.2,13
30.55,14
24.19,7
40.87,11
44.15,13
33.25,11
47.43,4
48.91,2
17.08,4
34.71,12
22.67,4
31.9,6
41.91,14
45.19,9
14.62,1
37.99,1
28.87,16
32.47,9
24.34,8
41.27,14
18.72,7
35.75,4
48.71,2
31.2,9
21.06,8
22.7,4
16.34,3
38.98,2
47.78,4
35.14,10
42.26,14
16.04,4
35.06,10
26.41,9
38.34,2
13.57,3
21.58,7
6.31,7
7.41,7
31.22,9
6.72,4
27.62,12
5.82,11
8.15,3
24.86,7
29.26,17
32.82,8
36.1,3
39.38,2
36.05,3
7.13,5
14.39,1
7.54,7
26.5,10
7.95,5
39.33,2
32.65,9
15.91,4
42.61,16
45.89,7
8.5,3
33.17,11
15.21,2
27.35,16
27.15,15
9.91,6
36.45,2
5.75,10
32.5,9
24.81,7
33.12,10
36.4,2
18.65,6
39.68,3
18.62,6
42.96,15
11.11,1
30.51,14
28.29,16
34.16,12
10.37,2
8.57,4
29.93,18
37.44,2
15.19,2
46.24,8
13.39,4
31.57,6
40.72,9
33.52,12
14.21,1
17.21,4
20.26,12
17.04,4
28.01,13
36.63,2
8.01,4
34.53,12
8.83,6
18.85,5
9.65,6
14.47,1
29.49,18
40.03,6
34.51,12
43.31,13
37.94,1
46.59,6
37.79,2
31.13,9
41.07,13
44.35,13
47.63,4
28.79,18
32.58,8
44.3,13
9.15,7
27.39,16
6.05,3
22.4,4
7.71,5
9.17,7
16.24,3
28.64,19
34.86,11
17.88,7
30.28,16
38.14,1
7.38,6
20.82,7
23.92,6
41.42,14
33.19,11
29.03,18
19.52,8
50.02,1
21.16,10
22.8,4
24.44,9
41.37,14
44.65,12
47.93,4
45.77,7
35.21,9
43.69,14
14.9,2
42.41,15
45.69,7
38.49,2
48.97,2
41.77,14
31.37,9
36.25,2
29.31,19
26.38,9
30.95,13
15.7,3
16.59,2
39.48,2
32.28,8
18.23,5
42.76,15
35.56,7
38.84,2
10.46,2
8.52,5
21.83,7
9.34,5
50.05,1
27.87,10
46.04,8
14.16,1
25.11,8
29.51,20
33.32,11
10.98,1
36.6,2
11.98,3
39.88,4
25.68,8
31.69,6
36.55,2
32.99,10
15.8,3
18.75,7
30.64,13
12.97,5
39.83,4
47.38,5
7.66,5
43.11,14
27.32,16
46.39,6
33.67,11
25.92,9
5.15,1
5.1,1
36.95,2
9.5,6
49.62,1
36.9,2
26.9,13
34.44,12
13.68,3
40.18,8
43.46,13
7.64,7
28.54,18
34.66,12
27.33,16
6.87,2
46.74,6
23.82,4
41.22,14
9.94,4
17.46,6
23.61,5
19.29,7
5.77,9
7.77,5
6.18,7
7.28,7
12.8,6
6.59,5
5.69,10
32.69,9
17.89,7
27.1,14
44.5,13
12.7,6
40.55,8
11.25,1
47.73,4
40.53,8
35.01,10
43.81,14
47.09,6
19.53,8
38.29,2
41.57,13
46.12,8
12.35,7
44.85,12
32.13,7
22.57,4
44.8,12
14.04,1
30.6,14
13.03,6
9.85,4
24.55,10
48.08,3
14.67,2
24.49,9
20.89,7
35.36,8
15.49,2
26.13,9
22.53,4
38.64,2
24.17,5
41.92,14
31.36,9
21.87,7
23.27,5
9.29,6
44.93,12
14.11,1
12.31,7
27.77,12
14.93,2
13.13,6
29.41,18
26.19,8
45.2,9
31.05,9
24.69,8
48.51,2
41.87,14
45.15,10
25.25,8
48.43,2
5.68,10
6.83,3
35.71,4
15.75,3
24.91,7
24.95,7
12.82,6
20.56,11
41.35,14
42.91,15
31.34,9
38.99,2
33.47,12
21.15,10
42.27,14
16.52,2
24.12,5
14.34,1
11.39,1
13.64,3
36.75,2
29.56,19
23.2,5
24.84,7
39.98,5
15.16,2
48.78,2
18.48,4
43.26,14
36.06,3
39.34,2
25.85,9
16.42,3
30.08,16
19.47,8
23.72,4
28.12,13
46.54,6
17.36,6
21.76,7
49.82,1
37.1,2
23.31,5
40.38,8
29.32,18
37.05,2
14.81,2
5.32,7
21.44,10
40.33,8
43.61,14
46.89,6
19.1,7
50.17,1
15.63,3
22.97,4
37.45,2
9.8,4
10.5,2
26.59,11
50.12,1
27.99,11
37.4,2
19.15,6
40.68,8
43.96,14
23.22,5
48.92,2
32.14,7
20.79,9
35.16,9
10.62,1
8.82,6
22.43,4
38.44,2
15.44,2
47.24,5
9.64,6
24.07,6
41.72,13
34.52,12
14.46,1
25.71,8
12.26,7
49.6,1
13.08,6
19.35,8
13.9,3
14.72,1
15.53,2
33.54,12
48.23,2
41.03,13
35.51,8
28.93,17
44.31,13
47.59,4
10.11,2
16.21,3
27.53,15
38.79,2
8.75,7
42.07,14
45.35,8
32.63,9
36.48,2
7.51,8
45.3,8
10.93,1
23.58,5
29.17,17
33.34,11
7.16,5
30.17,17
7.1,4
48.58,2
24.74,8
29.14,18
35.86,4
18.38,5
30.78,13
39.14,2
24.42,9
42.42,15
21.19,10
25.22,8
5.51,12
7.57,7
28.02,12
6.33,6
29.66,19
6.74,3
45.7,7
31.3,9
24.94,7
10.58,1
42.37,15
45.65,7
32.93,10
31.51,7
36.21,2
7.15,5
16.62,2
7.98,5
16.49,3
21.14,10
43.41,13
49.95,1
46.69,6
39.49,2
11.4,1
33.97,10
42.77,15
11.23,1
24.18,5
38.67,2
10.06,3
18.13,5
22.78,4
37.25,2
29.81,19
31.45,9
15.95,4
6.86,3
17.09,4
40.48,8
33.28,11
26.73,13
43.76,15
25.82,9
36.56,2
11.75,2
39.84,4
10.88,1
26.18,9
8.77,6
30.33,16
9.59,7
31.97,6
20.37,12
47.04,6
10.41,2
17.61,7
30.01,15
34.32,12
15.23,2
37.6,3
48.93,2
40.88,11
27.46,15
7.48,7
25.12,8
8.05,4
27.25,15
13.78,3
40.83,10
9.07,6
44.11,13
47.39,5
34.67,12
26.76,13
11.1,1
12.05,5
16.39,3
11.95,3
37.55,3
34.62,12
19.77,9
37.9,2
26.07,11
5.31,5
28.86,16
41.18,14
21.04,8
35.66,6
45.66,7
38.94,2
47.74,4
16.32,3
21.41,10
25.96,10
21.07,8
13.29,6
29.1,18
19.67,9
19.6,9
15.56,4
33.48,12
28.9,16
32.8,8
23.05,4
12.42,7
32.73,9
26.56,11
13.12,6
36.01,3
44.81,12
48.86,2
32.09,7
46.19,8
36.76,2
39.29,2
42.57,16
13.24,6
45.85,7
28.2,16
33.13,10
45.8,7
49.47,2
22.01,7
9.28,6
14.1,1
33.08,10
14.92,2
16.99,4
21.39,10
36.36,2
15.74,3
26.63,11
31.03,9
39.64,3
31.24,9
32.25,9
24.67,8
42.92,15
13.59,3
9.54,6
10.36,2
21.71,7
28.27,16
12.89,5
15.18,2
13.38,4
29.91,18
46.2,8
23.55,5
50.22,1
25.19,8
42.87,15
48.07,3
16.66,2
46.15,8
49.43,2
14.41,1
36.71,2
30.54,14
13.71,3
24.35,10
43.91,14
15.93,4
47.19,5
39.99,5
34.47,13
43.27,14
18.3,5
21.81,7
17.96,6
48.13,3
14.76,1
48.79,2
37.75,2
30.06,16
23.7,4
25.34,9
40.98,11
23.45,6
18.98,4
44.26,13
37.06,2
24.43,9
40.41,8
7.36,6
49.27,2
26.83,15
22.58,4
6.56,7
5.66,11
16.22,3
6.97,2
28.62,19
47.54,4
17.86,7
22.26,4
34.82,11
38.1,1
25.09,8
41.38,14
6.14,5
38.05,1
5.38,6
28.47,20
5.79,10
19.5,8
6.2,6
11.89,2
6.61,4
8.19,2
49.77,1
41.33,14
44.61,12
47.89,4
28.13,13
25.3,9
35.17,9
25.79,8
38.45,2
22.5,4
19.4,8
35.12,10
38.4,2
19.65,9
48.87,2
41.68,13
17.06,4
40.34,8
44.96,12
27.43,16
31.7,5
9.36,6
34.69,12
26.03,10
29.29,17
36.16,2
10.87,1
13.07,6
30.93,13
39.44,2
11.69,2
48.24,2
9.89,4
16.57,2
42.72,15
35.52,8
10.71,1
18.21,5
7.72,5
33.82,11
5.56,7
29.07,18
7.92,5
43.25,14
10.18,2
8.02,4
8.51,3
22.08,6
9.33,5
19.85,10
14.15,1
10.97,1
33.23,11
42.03,14
9.01,7
30.71,13
45.31,8
29.87,18
48.59,2
28.37,17
29.77,19
39.79,4
43.07,14
9.63,6
46.35,7
21.98,7
49.63,1
9.83,4
31.75,6
25.36,9
31.41,9
44.46,13
8.96,8
19.64,9
49.58,1
17.24,4
21.64,7
36.86,2
18.88,5
31.28,9
40.14,8
23.02,4
16.92,4
43.42,13
10.48,2
22.68,4
7.78,5
19.86,10
20.52,11
16.63,2
46.7,6
31.8,8
17.44,6
43.37,13
46.65,6
28.23,15
33.93,11
37.21,2
24.32,8
49.41,2
17.33,6
16.54,2
22.92,4
44.41,13
49.28,2
47.69,4
40.49,8
34.97,10
43.77,14
48.73,2
33.73,11
48.47,2
18.97,4
25.02,9
38.25,1
22.31,4
31.95,6
8.2,1
25.59,10
41.48,13
50.28,1
50.16,1
19.23,7
44.76,12
37.56,3
40.84,10
25.26,10
26.66,11
13.02,6
30.83,13
9.84,4
16.47,3
20.87,7
48.04,3
14.66,2
18.11,5
22.51,4
35.32,8
15.48,2
26.42,11
11.2,1
41.88,14
18.27,5
41.54,13
8.71,5
8.3,3
19.75,9
9.48,7
41.83,14
19.14,6
45.11,10
48.39,2
19.91,11
35.67,6
33.15,12
16.15,4
29.94,18
12.54,6
27.6,13
22.21,4
38.95,2
27.4,16
35.62,6
21.55,7
38.9,2
19.9,12
42.22,14
42.18,14
12.37,7
45.46,8
21.21,10
21.02,8
7.63,7
7.89,5
18.87,5
29.54,19
21.54,7
33.76,11
23.18,5
5.12,1
48.74,2
16.82,4
43.22,14
36.02,3
23.19,5
18.46,4
12.49,7
26.7,13
13.19,6
6.02,3
5.58,10
22.25,4
5.53,9
20.51,11
5.94,6
20.1,15
5.23,2
49.73,1
42.53,16
37.01,2
45.81,7
5.25,3
32.01,7
49.09,2
12.84,6
12.14,6
38.31,2
43.57,13
7.84,5
29.98,16
50.13,1
31.38,9
46.8,6
13.66,3
29.04,18
9.53,6
22.85,3
10.35,2
34.08,12
11.17,1
25.49,10
21.89,7
37.36,2
15.99,4
19.13,6
23.53,5
40.64,8
25.17,8
43.92,14
30.68,13
9.79,4
22.09,6
13.31,5
14.61,1
42.99,14
12.81,6
28.77,18
15.43,2
13.63,3
30.41,14
29.28,17
47.2,5
24.05,6
25.69,8
43.87,14
47.15,6
34.43,12
21.95,7
37.71,3
16.1,4
12.25,7
31.18,9
49.75,1
17.5,8
44.7,12
14.83,2
49.07,2
26.28,9
44.91,12
6.4,9
48.19,2
34.17,12
40.99,11
35.47,8
44.27,13
32.29,8
24.99,7
12.22,7
31.62,6
15.65,3
38.75,2
30.56,14
24.2,6
26.49,10
17.84,7
41.98,14
34.78,11
19.48,8
45.26,8
38.06,1
41.34,14
28.61,20
24.29,6
11.77,2
6.39,7
29.78,19
24.72,9
21.12,10
48.54,2
18.36,5
22.76,4
35.82,4
39.1,2
42.38,15
17.9,6
14.03,1
39.05,2
25.93,9
24.78,7
19.88,10
24.53,10
43.12,14
42.33,14
45.61,7
32.89,11
36.17,2
14.85,2
17.23,4
27.57,14
40.25,8
9.43,6
20.58,11
26.17,9
39.45,2
46.5,6
8.73,6
36.12,3
39.4,2
28.15,13
42.68,15
45.96,7
7.17,5
22.22,4
32.9,10
29.79,19
37.16,2
11.12,1
9.32,5
23.43,6
40.44,8
15.94,4
49.24,2
14.14,1
17.07,4
43.72,15
36.52,2
10.96,1
18.71,8
9.08,6
32.7,9
12.76,6
23.86,5
9.58,7
20.35,12
14.4,1
7.23,6
15.22,2
7.37,6
15.32,2
16.97,4
11.94,3
50.23,1
43.03,14
37.51,2
46.31,7
21.52,7
49.59,1
21.18,10
31.55,7
8.56,4
40.79,10
44.07,13
47.35,5
34.63,12
10.72,1
47.3,5
9.55,6
10.25,2
49.08,2
9.38,6
7.35,6
34.58,12
17.74,7
30.14,17
37.86,2
19.38,8
23.78,4
41.14,13
42.25,14
24.8,7
17.42,6
44.42,13
28.31,17
11.82,2
25.94,9
6.17,7
29.02,18
6.58,5
22.66,4
6.99,2
47.7,4
24.3,6
49.56,1
17.94,6
44.37,13
25.97,10
34.93,10
38.21,1
7.4,7
23.76,4
25.16,8
45.41,8
48.69,2
41.49,13
32.23,7
17.71,7
35.97,3
44.77,12
31.59,6
16.77,2
18.61,6
33.88,11
26.8,14
39.25,2
30.81,13
16.45,3
8.45,3
18.09,5
42.48,15
35.28,8
19.73,9
45.76,7
38.56,2
18.41,4
41.84,14
6.3,7
48.22,2
28.44,18
13.27,6
23.33,5
11.79,2
10.09,3
24.97,7
29.37,18
49.04,2
10.91,1
26.61,11
23.01,4
36.32,2
11.73,2
39.6,3
42.88,15
20.05,15
10.92,1
21.92,7
33.43,12
23.56,5
8.55,4
20.25,13
22.11,6
49.49,2
42.83,15
37.03,2
11.18,1
46.11,8
30.26,16
33.39,11
21.69,7
36.67,2
11.74,2
27.13,15
5.29,6
25.2,8
12.44,7
12.58,6
46.3,7
39.95,5
10.57,1
32.03,7
39.9,6
13.8,3
20.4,11
50.1,1
43.18,13
26.84,15
46.46,6
28.24,15
49.79,1
49.42,2
25.61,9
30.04,16
37.66,3
23.68,4
40.94,11
49.74,1
17.32,6
44.22,13
37.02,2
32.64,9
10.78,1
28.48,19
29.88,18
12.91,5
27.54,15
48.02,3
20.6,11
47.5,4
41.45,14
26.14,9
43.94,14
34.73,12
30.58,14
38.01,1
34.09,12
34.04,12
13.73,3
18.81,5
33.09,10
29.18,17
12.56,6
41.29,14
13.26,6
44.57,12
35.99,3
47.85,4
35.13,10
48.63,2
16.94,4
30.82,13
5.9,7
9.78,5
14.08,1
29.42,18
35.08,10
23.84,4
17.99,6
30.39,14
38.36,2
12.24,7
19.63,9
24.03,6
41.64,13
17.67,7
44.92,12
10.04,3
10.86,1
27.94,11
13.06,6
21.27,10
30.12,17
11.68,2
9.88,4
22.91,5
31.52,7
32.2,7
16.55,2
18.19,5
44.87,12
48.15,3
14.28,1
26.89,13
35.43,8
38.71,2
31.33,9
5.8,10
12.5,7
27.11,14
15.72,3
45.91,7
49.19,2
14.55,1
41.99,14
36.47,2
16.74,2
45.27,8
14.45,1
47.55,4
16.4,3
6.21,6
13.28,6
39.75,3
5.34,6
31.06,9
23.03,4
16.7,2
5.21,2
18.34,5
42.98,15
35.78,4
27.98,11
46.26,8
22.3,4
39.06,2
6.62,4
42.34,16
11.54,1
31.58,6
6.81,3
9.03,7
7.91,5
17.22,4
5.22,2
21.62,7
49.54,1
18.86,5
31.26,9
36.82,2
40.1,8
43.38,13
42.8,17
14.89,2
40.05,10
5.63,9
17.34,6
6.04,3
20.5,12
32.31,8
43.33,13
45.72,7
46.61,6
49.89,1
37.17,2
8.28,4
8.33,3
28.75,18
15.27,2
27.01,15
48.16,2
28.41,17
40.45,8
48.03,3
40.4,8
28.65,18
43.68,14
28.07,12
46.96,6
20.02,14
33.37,11
30.05,16
22.29,4
38.16,1
11.37,1
9.57,7
23.93,6
41.44,14
12.19,7
34.24,12
10.39,2
17.57,7
44.72,12
37.52,2
11.21,1
19.21,6
21.51,7
9.97,4
21.66,7
16.98,4
45.54,8
13.83,3
20.85,7
10.65,1
7.79,5
15.47,2
33.98,10
35.23,9
44.03,13
38.51,2
47.31,5
23.3,5
34.59,12
22.96,4
49.36,2
41.79,14
45.07,11
32.35,9
35.63,6
48.3,2
28.45,18
49.97,1
38.66,2
35.58,7
49.84,1
26.24,7
22.64,4
38.86,2
9.87,4
27.88,10
16.28,3
42.14,14
17.92,6
45.42,8
31.49,8
19.34,8
29.52,19
23.16,5
41.94,14
48.7,2
16.8,4
33.83,11
18.44,4
10.69,1
45.37,8
48.65,2
35.93,4
31.73,6
39.21,2
48.57,2
13.94,3
16.91,4
30.79,13
21.46,7
46.41,6
11.04,1
49.69,1
6.07,3
42.49,15
36.97,2
24.6,9
29.39,18
19.22,6
33.78,11
42.29,14
18.55,6
22.06,7
5.87,10
11.86,2
37.19,2
31.31,9
49.29,2
12.77,6
16.95,4
8.7,5
18.59,6
43.48,13
36.28,2
20.23,13
46.76,6
39.56,3
20.19,15
42.84,15
8.6,4
28.08,12
13.52,4
31.83,7
19.25,7
10.34,2
17.47,6
6.85,3
50.04,1
11.16,1
19.11,6
23.51,5
37.32,2
15.98,4
40.6,8
43.88,14
35.59,6
11.51,1
35.79,4
26.74,13
8.8,6
20.75,9
10.26,2
28.72,18
43.83,14
14.52,1
48.42,2
47.11,6
34.39,12
37.67,3
12.07,5
26.98,15
14.29,1
12.16,7
30.36,15
26.04,10
40.95,11
9.39,6
37.62,3
24.64,9
26.22,7
40.9,11
20.9,7
44.18,13
29.08,18
47.46,4
48.28,2
31.6,6
49.37,2
12.98,5
17.31,6
29.84,19
27.68,11
6.55,8
22.54,4
6.96,2
16.18,3
5.37,6
34.74,12
12.51,7
17.82,7
45.22,9
21.63,7
38.02,1
19.46,8
30.72,13
6.27,7
6.68,3
5.78,13
18.95,4
5.09,1
6.19,6
21.1,9
48.5,2
48.2,2
12.63,6
22.33,5
13.33,5
27.92,11
49.7,1
35.73,4
44.53,13
39.01,2
47.81,4
5.5,11
49.3,2
5.6,10
35.09,10
20.59,11
21.99,7
23.97,6
32.24,7
32.85,8
36.13,3
48.8,2
22.23,4
29.38,18
23.63,4
10.03,3
14.97,2
21.29,12
10.85,1
36.08,3
11.67,2
18.49,4
22.89,3
39.36,2
8.49,3
20.13,15
16.53,2
42.64,15
19.89,11
18.17,5
45.92,7
13.7,3
49.45,2
12.66,6
23.83,4
10.29,2
12.53,7
15.11,2
9.31,5
21.77,7
11.93,3
22.93,4
10.13,2
23.41,6
49.2,2
25.05,8
18.69,6
45.87,7
16.88,4
21.53,7
49.15,2
36.43,2
31.48,9
39.71,3
13.79,3
12.75,6
13.35,5
24.57,9
17.15,4
7.09,4
25.72,8
34.25,12
46.91,6
49.91,1
34.19,12
17.58,7
37.47,2
23.17,5
49.78,1
15.81,3
7.03,2
14.17,1
14.87,2
49.23,2
26.21,8
40.75,9
6.42,8
23.87,5
31.56,7
17.2,4
9.42,6
18.84,5
43.98,14
36.78,2
20.48,10
47.26,5
40.06,8
43.34,13
49.71,1
17.48,6
15.69,3
16.08,4
20.06,15
17.72,7
22.12,5
25.51,9
27.36,16
31.76,6
37.82,2
26.91,13
41.1,13
6.48,8
11.9,2
44.38,13
13.82,3
41.05,13
18.52,6
15.34,2
48.44,2
28.55,18
46.33,7
44.33,13
47.61,4
34.89,11
20.36,12
38.17,1
18.31,5
9.22,6
20.16,15
7.88,5
7.5,6
19.82,10
30.19,17
38.12,1
27.85,10
29.15,18
44.68,12
47.96,4
23.32,5
21.8,7
13.01,6
22.79,4
11.62,2
9.82,4
16.43,3
42.44,15
8.44,3
10.64,1
18.07,5
19.71,9
9.26,6
10.08,3
21.35,11
10.9,1
11.72,2
39.02,2
36.23,2
45.03,11
31.72,7
48.31,2
42.79,15
49.35,2
33.3,11
20.88,7
33.58,12
18.74,7
23.14,5
28.38,17
16.78,2
43.14,14
15.6,3
18.42,4
46.42,6
22.9,3
6.01,3
37.54,3
22.02,7
23.66,4
5.24,4
33.7,11
17.3,6
26.94,15
33.65,11
34.06,12
36.93,2
5.65,9
22.2,4
17.75,7
9.77,4
37.97,1
5.44,7
